DOID:0001816	angiosarcoma
DOID:13589	female infertility of uterine origin
DOID:13593	eclampsia
DOID:136	vaginal carcinosarcoma
DOID:1360	frontal sinus cancer
DOID:13601	enteropathogenic Escherichia coli infectious disease
DOID:13602	acute schizophrenic episode subchronic state
DOID:13603	obstructive jaundice
DOID:13604	acute schizophrenic episode chronic state with acute exacerbation
DOID:13605	acute schizophrenic episode chronic state
DOID:13608	biliary atresia
DOID:1361	frontal sinus neoplasm
DOID:13619	extrahepatic cholestasis
DOID:1362	paranasal sinus sarcoma
DOID:13620	patent foramen ovale
DOID:13622	campylobacteriosis
DOID:13623	staphylococcal enterocolitis
DOID:13626	photokeratitis
DOID:13628	favism
DOID:13629	dentine erosion
DOID:1363	ethmoid sinus cancer
DOID:13636	Fanconi anemia
DOID:1364	ethmoidal sinus neoplasm
DOID:13641	exfoliation syndrome
DOID:13643	pneumococcal septicemia
DOID:13644	streptococcal septicemia
DOID:13648	paranoid state
DOID:13649	polyneuropathy in collagen vascular disease
DOID:13650	joint disorder
DOID:13651	eversion of lacrimal punctum
DOID:13653	stenosis of lacrimal punctum
DOID:13654	stenosis of lacrimal passage
DOID:13655	acquired tear duct stenosis
DOID:13656	gastrin secretion abnormality
DOID:13658	infective urethral stricture
DOID:13662	ulcer of anus and rectum
DOID:13663	acute suppurative otitis media with tympanic membrane intact
DOID:13664	post-vaccinal encephalitis
DOID:13668	meningococcal encephalitis
DOID:13670	hypocalcemia and hypomagnesemia of newborn
DOID:13676	posterior scleritis
DOID:13677	SAPHO syndrome
DOID:13679	simple type schizophrenia subchronic state
DOID:13680	simple type schizophrenia subchronic state with acute exacerbation
DOID:13681	simple type schizophrenia in remission
DOID:13682	simple type schizophrenia chronic state
DOID:13687	chronic duodenal ileus
DOID:13689	prostate calculus
DOID:13690	acute gonococcal cystitis
DOID:13691	dermoid cyst of skin
DOID:13693	disorder of ureter
DOID:13694	unilateral vesicoureteral reflux with reflux nephropathy
DOID:13695	bilateral vesicoureteral reflux with reflux nephropathy
DOID:13696	vesicoureteral reflux with reflux nephropathy
DOID:137	vaginal squamous papilloma
DOID:13702	postpartum benign essential hypertension
DOID:13709	premature ejaculation
DOID:1371	uterine corpus adenomatoid tumor
DOID:13711	dental fluorosis
DOID:13714	anodontia
DOID:13717	mature cataract
DOID:13720	Schistosoma mattheei infectious disease
DOID:13722	neuroschistosomiasis
DOID:13723	Schistosoma bovis infectious disease
DOID:13724	scurvy
DOID:13725	beriberi
DOID:1373	endometrial stromal nodule
DOID:13730	malignant renovascular hypertension
DOID:13731	malignant secondary hypertension
DOID:13732	panophthalmitis
DOID:13734	AIDS-related Pneumocystis jirovecii pneumonia
DOID:13736	uterine inflammatory disease
DOID:13738	hepatic infarction
DOID:13739	nutmeg liver
DOID:13742	neurofibroma of spinal cord
DOID:13743	spinal cord lipoma
DOID:1375	neonatal urinary tract infectious disease
DOID:13753	Histoplasma duboisii meningitis
DOID:13754	Histoplasma capsulatum meningitis
DOID:13755	Histoplasma duboisii pericarditis
DOID:13756	epiphora due to insufficient drainage
DOID:13757	excessive tearing
DOID:1376	perinatal infectious disease
DOID:13760	Pthirus pubis infestation
DOID:13762	bovine trypanosomiasis
DOID:13763	dourine
DOID:13767	clonorchiasis
DOID:13768	opisthorchiasis
DOID:13774	Addison's disease
DOID:13775	plantar wart
DOID:13777	epidermodysplasia verruciformis
DOID:13778	chancroid
DOID:1378	uterine corpus mixed epithelial and mesenchymal tumor
DOID:13781	hypermobility syndrome
DOID:13787	localized anterior staphyloma
DOID:13788	equatorial staphyloma
DOID:13789	staphyloma posticum
DOID:13790	acute tympanitis
DOID:13791	myringitis bullosa hemorrhagica
DOID:13794	anterior scleritis
DOID:13799	female breast central part cancer
DOID:138	vaginal squamous tumor
DOID:1380	endometrial cancer
DOID:13800	inclusion conjunctivitis
DOID:13801	pharyngoconjunctival fever
DOID:13809	familial combined hyperlipidemia
DOID:1381	Fox-Fordyce disease
DOID:13810	familial hypercholesterolemia
DOID:13811	chronic subinvolution of uterus
DOID:13812	adhesions of uterus
DOID:13814	hypoglossal nerve disease
DOID:13817	single episode manic disease moderate degree
DOID:13818	single episode manic disorder mild degree
DOID:13819	lymphogranuloma venereum
DOID:1382	miliaria
DOID:13820	congenital pneumonia
DOID:13822	tetanic cataract
DOID:13823	parasitic eyelid infestation
DOID:13825	squamous blepharitis
DOID:1383	sweat gland disease
DOID:13832	patent ductus arteriosus
DOID:13837	convergence excess or spasm
DOID:13839	extrapyramidal and movement disease
DOID:1384	Chlamydia trachomatis urethritis
DOID:13844	suppressed lactation - delivered
DOID:13845	suppressed lactation
DOID:13850	acquired hallux varus
DOID:1386	abetalipoproteinemia
DOID:13861	scleroperikeratitis
DOID:13862	acute closed-angle glaucoma
DOID:13864	trochlear nerve disease
DOID:13865	facial neuralgia
DOID:13866	multiple cranial nerve palsy
DOID:13867	focal labyrinthitis
DOID:13868	hypoactive sexual desire disorder
DOID:13869	psychosexual dysfunction with male orgasmic disease
DOID:1387	hypolipoproteinemia
DOID:1388	Tangier disease
DOID:13884	sick sinus syndrome
DOID:13887	residual chronic schizophrenia
DOID:1389	polyneuropathy
DOID:13891	bird fancier's lung
DOID:139	squamous cell papilloma
DOID:1390	hypobetalipoproteinemia
DOID:13902	white piedra
DOID:13906	malignant pleural effusion
DOID:13909	red-green color blindness
DOID:1391	Norum disease
DOID:13910	red color blindness
DOID:13911	achromatopsia
DOID:13912	acquired color blindness
DOID:13913	lumbosacral plexus lesion
DOID:13918	somatization disorder
DOID:13919	irregular astigmatism
DOID:1392	pseudopapilledema
DOID:13921	bacterial esophagitis
DOID:13922	eosinophilic esophagitis
DOID:13923	acute psychogenic paranoid psychosis
DOID:13924	necrotizing ulcerative gingivitis
DOID:13929	lacrimal duct obstruction
DOID:1393	visual pathway disease
DOID:13934	facial paralysis
DOID:13938	amenorrhea
DOID:1394	urinary schistosomiasis
DOID:13941	benign paroxysmal positional nystagmus
DOID:13942	acute gonococcal salpingitis
DOID:13943	acute gonococcal prostatitis
DOID:13945	CADASIL
DOID:13948	bladder neck obstruction
DOID:13949	interstitial cystitis
DOID:1395	schistosomiasis
DOID:13951	uterine corpus epithelioid leiomyoma
DOID:13953	uterine corpus dissecting leiomyoma
DOID:13954	mitotically active variant uterine corpus leiomyoma
DOID:13955	uterus interstitial leiomyoma
DOID:13956	uterine corpus myxoid leiomyoma
DOID:13957	uterine corpus lipoleiomyoma
DOID:13958	uterine corpus bizarre leiomyoma
DOID:13962	peripheral focal retinitis and retinochoroiditis
DOID:13963	nuclear senile cataract
DOID:13964	Morgagni cataract
DOID:13969	schizo-affective type schizophrenia subchronic state with acute exacerbation
DOID:1397	chronic orbital inflammation
DOID:13970	schizo-affective type schizophrenia chronic state
DOID:13972	female breast lower-outer quadrant cancer
DOID:13975	metastatic tumor to the brain stem
DOID:13976	peptic esophagitis
DOID:13979	primary pulmonary coccidioidomycosis
DOID:1398	parasitic infectious disease
DOID:13980	coccidioidal meningitis
DOID:1399	primary lacrimal atrophy
DOID:13994	cleidocranial dysplasia
DOID:13995	secondary malignant neoplasm to the small Intestine
DOID:13996	small intestine lymphoma
DOID:13999	contact blepharoconjunctivitis
DOID:1400	lacrimal apparatus disease
DOID:14000	rubeosis iridis
DOID:14001	diabetes mellitus insulin dependent type, uncontrolled, with peripheral circulatory disorder
DOID:14004	thoracic aortic aneurysm
DOID:14006	splenic artery aneurysm
DOID:14018	alcoholic liver cirrhosis
DOID:14019	Brucella canis brucellosis
DOID:1402	agalactia
DOID:14021	Tietze's syndrome
DOID:14022	algoneurodystrophy
DOID:14026	folic acid deficiency anemia
DOID:14032	malignant parietal pleura tumor
DOID:14033	malignant visceral pleura tumor
DOID:14037	aorta atresia
DOID:14038	precocious puberty
DOID:14039	POEMS syndrome
DOID:1404	residual stage angle-closure glaucoma
DOID:14040	autoimmune polyendocrine syndrome
DOID:14041	endocrine tuberculosis
DOID:14042	bipolar I disorder
DOID:14043	neonatal myasthenia gravis
DOID:14044	rheumatic pericarditis
DOID:14045	syndrome of infant of a diabetic mother
DOID:14049	phaeohyphomycosis
DOID:1405	primary angle-closure glaucoma
DOID:14056	rheumatic endocarditis
DOID:14059	paraurethral gland cancer
DOID:1406	iritis
DOID:14063	acute glomerulonephritis with lesion of rapidly progressive glomerulonephritis
DOID:14064	acute poststreptococcal glomerulonephritis
DOID:14066	acute diffuse nephritis
DOID:14067	Plasmodium falciparum malaria
DOID:14068	blackwater fever
DOID:14069	cerebral malaria
DOID:1407	anterior uveitis
DOID:14070	vestibular nystagmus
DOID:14072	neoplastic pregnancy complications
DOID:14075	geniculate ganglionitis
DOID:14080	glucocorticoid-remediable aldosteronism
DOID:14081	toxic labyrinthitis
DOID:14087	epicondylitis
DOID:14089	root caries
DOID:14090	heartwater disease
DOID:14092	renal artery atheroma
DOID:14095	boutonneuse fever
DOID:14096	infertility due to extratesticular cause
DOID:14099	acquired gastric outlet stenosis
DOID:14107	De Quervain disease
DOID:14108	syphilitic peritonitis
DOID:14110	anus cancer
DOID:14111	median rhomboid glossitis
DOID:14114	congenital adhesion of tongue
DOID:14115	toxic shock syndrome
DOID:14116	multiple symmetric lipomatosis
DOID:14117	group A hyperlipidemia
DOID:14118	familial lipoprotein lipase deficiency
DOID:1412	bacteriuria
DOID:14121	blue toe syndrome
DOID:14125	abducens nerve neoplasm
DOID:14130	lateral cystocele
DOID:14131	midline cystocele
DOID:14133	Masters-Allen syndrome
DOID:14139	anus lymphoma
DOID:1414	ovarian dysfunction
DOID:14140	pulp erosion
DOID:14145	malignant anus melanoma
DOID:14146	ureterolithiasis
DOID:1415	gyrate atrophy
DOID:14150	spinal cord lymphoma
DOID:14151	spinal cord melanoma
DOID:14152	spinal cord sarcoma
DOID:14155	acute retrobulbar neuritis
DOID:14157	malnutrition of mild degree
DOID:14159	obstructive hydrocephalus
DOID:14163	metastatic malignant tumor to the anus
DOID:14165	bilateral hyperactive labyrinth
DOID:1417	choroid disease
DOID:14172	rheumatic congestive heart failure
DOID:14174	central neurocytoma
DOID:14175	von Hippel-Lindau disease
DOID:14176	selective IgG deficiency disease
DOID:14177	congenital hypogammaglobulinemia
DOID:14178	immunodeficiency with increased IgM
DOID:14179	Bruton-type agammaglobulinemia
DOID:14181	calcific tendinitis
DOID:14182	metastatic tumor to the choroid
DOID:14183	alcoholic neuropathy
DOID:14184	polyneuropathy due to drug
DOID:14188	frozen shoulder
DOID:1419	residual schizophrenia subchronic state with acute exacerbation
DOID:14190	shared paranoid disease
DOID:14191	simple paranoid state
DOID:14192	bicipital tenosynovitis
DOID:14199	posterior dislocation of lens
DOID:14200	diplopia
DOID:14202	adult dermatomyositis
DOID:14203	childhood type dermatomyositis
DOID:14213	hypophosphatasia
DOID:14215	hyperamylasemia
DOID:14218	dihydropyrimidine dehydrogenase deficiency
DOID:14219	renal tubular acidosis
DOID:14221	metabolic syndrome X
DOID:14223	ochronosis
DOID:14224	tracheal calcification
DOID:14225	acute frontal sinusitis
DOID:14227	azoospermia
DOID:14228	oligospermia
DOID:14230	scleromalacia perforans
DOID:14233	orbital cyst
DOID:14239	gastrointestinal tularemia
DOID:14243	chronic perichondritis of pinna
DOID:14244	epiphora due to excess lacrimation
DOID:14245	cystoid macular retinal degeneration
DOID:14247	chronic purulent otitis media
DOID:14248	chronic atticoantral disease
DOID:1425	pyoureter
DOID:14250	Down syndrome
DOID:14251	vitreoretinal dystrophy
DOID:14252	dystrophies primarily involving the retinal pigment epithelium
DOID:14253	retinal dystrophy in systemic or cerebroretinal lipidoses
DOID:14256	adult-onset Still's disease
DOID:14258	leukemic reticuloendotheliosis of lymph nodes of inguinal region and lower limb
DOID:1426	ureteral disease
DOID:14261	fragile X syndrome
DOID:14262	oral candidiasis
DOID:14263	fits in newborn
DOID:14264	benign neonatal seizures
DOID:14265	pulmonary valve insufficiency
DOID:14268	sclerosing cholangitis
DOID:14269	suppurative cholangitis
DOID:1427	disorder of pancreatic internal secretion
DOID:14270	ascending cholangitis
DOID:14271	acute cholangitis
DOID:14272	pericholangitis
DOID:14275	atrophic vulva
DOID:14276	shoulder impingement syndrome
DOID:14278	arthropathy of the hand
DOID:1428	endocrine pancreas disease
DOID:14283	primary hypertrophic osteoarthropathy
DOID:14284	patellofemoral pain syndrome
DOID:14286	neurogenic arthropathy
DOID:14287	brawny scleritis
DOID:14289	Ebstein anomaly
DOID:14291	LEOPARD syndrome
DOID:14292	vulvar dystrophy
DOID:14305	tuberculous empyema
DOID:14308	skin epithelioid hemangioma
DOID:14311	Norovirus gastroenteritis
DOID:14312	nontoxic uninodular goiter
DOID:14313	thyroid nodule
DOID:14319	pleuropneumonia
DOID:1432	blindness
DOID:14320	generalized anxiety disorder
DOID:14323	Marfan syndrome
DOID:14324	Plasmodium malariae malaria
DOID:14325	mixed malaria
DOID:14326	avian malaria
DOID:14327	gonococcal pericarditis
DOID:14330	Parkinson's disease
DOID:14332	postencephalitic Parkinson disease
DOID:14336	estrogen excess
DOID:14338	Pseudomonal pneumonia
DOID:14339	paraphrenia
DOID:14350	suppurative thyroiditis
DOID:14351	Riedel's fibrosing thyroiditis
DOID:14353	acute thyroiditis
DOID:1436	corneal ectasia
DOID:14360	Opisthorchis viverrini infectious disease
DOID:14363	congenital syphilitic meningitis
DOID:14365	systemic primary carnitine deficiency disease
DOID:14374	norwegian scabies
DOID:14384	parietal lobe neoplasm
DOID:1439	pyuria
DOID:14392	thrombophlebitis migrans
DOID:14397	protozoal dysentery
DOID:1440	Machado-Joseph disease
DOID:14400	capillary leak syndrome
DOID:14401	cutis marmorata
DOID:14402	critical illness polyneuropathy
DOID:1441	autosomal dominant cerebellar ataxia
DOID:14413	labyrinthine bilateral reactive loss
DOID:14415	Legg-Calve-Perthes disease
DOID:14418	dracunculiasis
DOID:14419	Mansonella ozzardi infectious disease
DOID:1442	Alpers syndrome
DOID:14421	Brugia malayi filariasis
DOID:14422	dipetalonemiasis
DOID:14423	glossopharyngeal neuralgia
DOID:14425	secondary malignant neoplasm of intra-abdominal lymph node
DOID:14426	secondary malignant neoplasm of intrathoracic lymph node
DOID:14427	abnormality of glucagon secretion
DOID:1443	cerebral degeneration
DOID:14433	enterohemorrhagic Escherichia coli infectious disease
DOID:14434	enterotoxigenic Escherichia coli infectious disease
DOID:14435	chronic tubotympanic suppurative otitis media
DOID:14443	cholinergic urticaria
DOID:14444	sclerosing keratitis
DOID:14445	chronic closed-angle glaucoma
DOID:14447	gonadal dysgenesis
DOID:14448	46 XY gonadal dysgenesis
DOID:14449	mixed gonadal dysgenesis
DOID:14450	46 XX gonadal dysgenesis
DOID:14451	hyperkalemic periodic paralysis
DOID:14452	hypokalemic periodic paralysis
DOID:14453	farmer's lung
DOID:14456	Brucella melitensis brucellosis
DOID:14457	Brucella abortus brucellosis
DOID:14459	hemangioma of orbit
DOID:14463	cavernous hemangioma of orbit
DOID:14464	neuroleptic malignant syndrome
DOID:14467	drug-induced persisting amnestic disease
DOID:14472	hantavirus pulmonary syndrome
DOID:14473	adenovirus pneumonia
DOID:14474	respiratory syncytial virus pneumonia
DOID:14475	parainfluenzal pneumonia
DOID:14476	SARS coronavirus pneumonia
DOID:14477	Cytomegalovirus pneumonia
DOID:14482	herpes gestationis
DOID:14483	chorea gravidarum
DOID:14484	sporotrichosis
DOID:14489	ureteral lymphoma
DOID:14490	metastasis to the ureter
DOID:14491	regional ureteric cancer
DOID:14492	metastatic neoplasm of ureter
DOID:14495	dumping syndrome
DOID:14497	Wolman disease
DOID:14498	lipoid proteinosis
DOID:14499	Fabry disease
DOID:145	papilledema associated with retinal disorder
DOID:14500	fucosidosis
DOID:14501	Sjogren-Larsson syndrome
DOID:14502	cholesterol ester storage disease
DOID:14503	neuronal ceroid lipofuscinosis
DOID:14504	Niemann-Pick disease
DOID:14507	peripheral degeneration of cornea
DOID:14512	candidal paronychia
DOID:14515	WAGR syndrome
DOID:14518	Idiopathic cysts of iris and ciliary body
DOID:14520	adenovirus gastroenteritis
DOID:14521	cutaneous breast cancer
DOID:14522	partial arterial retinal occlusion
DOID:14523	Argyll Robertson pupil
DOID:14524	senile degeneration of brain
DOID:14525	Reye syndrome
DOID:14529	external pathological resorption
DOID:1453	atrophic glossitis
DOID:14530	syringomyelia and syringobulbia
DOID:14534	malignant cardiac peripheral nerve sheath neoplasm
DOID:14535	malignant cardiac germ cell tumor
DOID:14539	metastasis to heart
DOID:14542	macular or paramacular focal retinitis and retinochoroiditis
DOID:14544	rete testis adenocarcinoma
DOID:14545	seminal vesicle adenocarcinoma
DOID:14546	sphenoidal sinus cancer
DOID:14547	sphenoid sinus squamous cell carcinoma
DOID:14548	steroid-induced glaucoma - borderline
DOID:14549	Tympanosclerosis involving tympanic membrane, ear ossicles and middle ear
DOID:1455	geographic tongue
DOID:14550	root resorption
DOID:14555	Foster-Kennedy syndrome
DOID:14557	primary pulmonary hypertension
DOID:14558	nontoxic multinodular goiter
DOID:14559	anaerobic meningitis
DOID:1456	glossitis
DOID:14566	disease of cellular proliferation
