DOID:0001816	DOID:1115 ! sarcoma
DOID:12475	DOID:204 ! enthesopathy
DOID:1248	DOID:4251 ! conjunctival disease
DOID:12491	DOID:3418 ! glossopharyngeal nerve disease
DOID:125	DOID:0060114 ! vaginal benign neoplasm
DOID:12506	DOID:13934 ! facial paralysis
DOID:1251	DOID:2149 ! urogenital tuberculosis
DOID:12510	DOID:5679 ! retinal disease
DOID:12514	DOID:5327 ! retinal detachment
DOID:1252	DOID:883 ! parasitic helminthiasis infectious disease
DOID:12522	DOID:841 ! extrinsic allergic alveolitis
DOID:12524	DOID:9473 ! mononeuritis of lower limb
DOID:12526	DOID:1187 ! tibial neuropathy
DOID:12527	DOID:9473 ! mononeuritis of lower limb
DOID:12528	DOID:9473 ! mononeuritis of lower limb
DOID:12529	DOID:9473 ! mononeuritis of lower limb
DOID:12531	DOID:2214 ! inherited blood coagulation disease
DOID:12537	DOID:1123 ! spondyloarthropathy
DOID:1254	DOID:1255 ! trichostrongyloidiasis
DOID:12546	DOID:5782 ! tympanic membrane disease
DOID:12549	DOID:934 ! viral infectious disease
DOID:1255	DOID:883 ! parasitic helminthiasis infectious disease
DOID:12550	DOID:13413 ! hepatic encephalopathy
DOID:12554	DOID:583 ! hemolytic anemia
DOID:12556	DOID:3021 ! acute kidney failure
DOID:12557	DOID:540 ! strabismus
DOID:12558	DOID:699 ! mitochondrial myopathy
DOID:12559	DOID:11476 ! osteoporosis
DOID:12566	DOID:2059 ! vulvar disease
DOID:12568	DOID:8927 ! learning disability
DOID:12570	DOID:12571 ! phacogenic glaucoma
DOID:12571	DOID:1686 ! glaucoma
DOID:12573	DOID:7997 ! thyrotoxicosis
DOID:12574	DOID:12030 ! panuveitis
DOID:12577	DOID:732 ! urethral disease
DOID:12580	DOID:0060388 ! chromosomal deletion syndrome
DOID:12581	DOID:12223 ! specific bursitis often of occupational origin
DOID:12581	DOID:204 ! enthesopathy
DOID:12583	DOID:0060388 ! chromosomal deletion syndrome
DOID:12594	DOID:12215 ! oligohydramnios
DOID:1260	DOID:1003 ! pelvic inflammatory disease
DOID:12603	DOID:1240 ! leukemia
DOID:12637	DOID:1284 ! prolapse of female genital organ
DOID:12638	DOID:12639 ! pyloric stenosis
DOID:12639	DOID:3122 ! gastric outlet obstruction
DOID:12641	DOID:12642 ! hiatus hernia
DOID:12642	DOID:76 ! stomach disease
DOID:12657	DOID:2889 ! retrocochlear disease
DOID:12657	DOID:5656 ! cranial nerve disease
DOID:12661	DOID:214 ! teeth hard tissue disease
DOID:12662	DOID:0050292 ! primary systemic mycosis
DOID:12663	DOID:0050292 ! primary systemic mycosis
DOID:12667	DOID:540 ! strabismus
DOID:12668	DOID:12667 ! binocular vision disease
DOID:12678	DOID:10575 ! calcium metabolism disease
DOID:12679	DOID:182 ! calcinosis
DOID:12679	DOID:557 ! kidney disease
DOID:12680	DOID:231 ! motor neuron disease
DOID:12680	DOID:936 ! brain disease
DOID:12683	DOID:12657 ! vestibulocochlear nerve disease
DOID:12685	DOID:2033 ! communication disorder
DOID:12689	DOID:3192 ! neurilemmoma
DOID:12697	DOID:863 ! nervous system disease
DOID:12698	DOID:1923 ! sex differentiation disease
DOID:127	DOID:0060084 ! cell type benign neoplasm
DOID:1270	DOID:0050736 ! autosomal dominant disease
DOID:12700	DOID:0060158 ! acquired metabolic disease
DOID:12704	DOID:0050950 ! autosomal recessive cerebellar ataxia
DOID:12705	DOID:0050950 ! autosomal recessive cerebellar ataxia
DOID:12707	DOID:1289 ! neurodegenerative disease
DOID:1271	DOID:178 ! vascular disease
DOID:12711	DOID:0050133 ! superficial mycosis
DOID:12712	DOID:0050737 ! autosomal recessive disease
DOID:12714	DOID:0050737 ! autosomal recessive disease
DOID:12716	DOID:11162 ! respiratory failure
DOID:12718	DOID:5731 ! chronic salpingitis
DOID:1272	DOID:341 ! peripheral vascular disease
DOID:12720	DOID:1936 ! atherosclerosis
DOID:12721	DOID:2256 ! osteochondrodysplasia
DOID:1273	DOID:934 ! viral infectious disease
DOID:12731	DOID:12732 ! intermediate uveitis
DOID:12731	DOID:8886 ! chorioretinitis
DOID:12732	DOID:13141 ! uveitis
DOID:12733	DOID:214 ! teeth hard tissue disease
DOID:12735	DOID:229 ! female reproductive system disease
DOID:12750	DOID:2113 ! coccidiosis
DOID:12753	DOID:10124 ! corneal disease
DOID:12756	DOID:292 ! lacrimal system cancer
DOID:12759	DOID:3479 ! uveal cancer
DOID:1278	DOID:1279 ! ocular motility disease
DOID:12782	DOID:1570 ! ectropion
DOID:12783	DOID:6364 ! migraine
DOID:12785	DOID:9743 ! diabetic neuropathy
DOID:1279	DOID:5656 ! cranial nerve disease
DOID:12797	DOID:302 ! substance abuse
DOID:12798	DOID:3211 ! lysosomal storage disease
DOID:12799	DOID:12798 ! mucopolysaccharidosis
DOID:12800	DOID:12798 ! mucopolysaccharidosis
DOID:12801	DOID:12798 ! mucopolysaccharidosis
DOID:12802	DOID:12798 ! mucopolysaccharidosis
DOID:12803	DOID:12798 ! mucopolysaccharidosis
DOID:12804	DOID:12798 ! mucopolysaccharidosis
DOID:12809	DOID:950 ! dacryoadenitis
DOID:1283	DOID:1284 ! prolapse of female genital organ
DOID:1283	DOID:1285 ! rectal disease
DOID:12835	DOID:331 ! central nervous system disease
DOID:12836	DOID:12397 ! entropion
DOID:12837	DOID:50 ! thyroid gland disease
DOID:1284	DOID:229 ! female reproductive system disease
DOID:12841	DOID:883 ! parasitic helminthiasis infectious disease
DOID:12842	DOID:0060033 ! autoimmune disease of peripheral nervous system
DOID:12849	DOID:0060041 ! autism spectrum disorder
DOID:1285	DOID:5295 ! intestinal disease
DOID:12857	DOID:2965 ! bursitis
DOID:12858	DOID:1289 ! neurodegenerative disease
DOID:12859	DOID:480 ! movement disease
DOID:1287	DOID:7 ! disease of anatomical entity
DOID:12883	DOID:4737 ! somatoform disorder
DOID:12889	DOID:12842 ! Guillain-Barre syndrome
DOID:1289	DOID:331 ! central nervous system disease
DOID:12894	DOID:417 ! hypersensitivity reaction type II disease
DOID:12895	DOID:10140 ! dry eye syndrome
DOID:12897	DOID:10854 ! salivary gland disease
DOID:12899	DOID:10854 ! salivary gland disease
DOID:12900	DOID:1400 ! lacrimal apparatus disease
DOID:12900	DOID:417 ! hypersensitivity reaction type II disease
DOID:12901	DOID:10854 ! salivary gland disease
DOID:12904	DOID:10854 ! salivary gland disease
DOID:12905	DOID:10854 ! salivary gland disease
DOID:12918	DOID:341 ! peripheral vascular disease
DOID:12919	DOID:12365 ! malaria
DOID:12926	DOID:11080 ! myiasis
DOID:12927	DOID:11080 ! myiasis
DOID:12929	DOID:0050825 ! endocardium disease
DOID:1293	DOID:1243 ! labia minora cancer
DOID:1293	DOID:1294 ! vulva carcinoma
DOID:12930	DOID:0060036 ! intrinsic cardiomyopathy
DOID:12932	DOID:397 ! restrictive cardiomyopathy
DOID:12934	DOID:12558 ! chronic progressive external ophthalmoplegia
DOID:12935	DOID:3978 ! extrinsic cardiomyopathy
DOID:1294	DOID:1245 ! vulva cancer
DOID:12958	DOID:12959 ! lagophthalmos
DOID:12959	DOID:530 ! eyelid disease
DOID:12960	DOID:11971 ! synostosis
DOID:12961	DOID:0080015 ! physical disorder
DOID:12965	DOID:1240 ! leukemia
DOID:12969	DOID:3620 ! central nervous system cancer
DOID:12971	DOID:589 ! congenital hemolytic anemia
DOID:12972	DOID:10619 ! lymph node cancer
DOID:12972	DOID:285 ! hairy cell leukemia
DOID:12978	DOID:12365 ! malaria
DOID:12984	DOID:338 ! cranial nerve neoplasm
DOID:12986	DOID:9500 ! leukocyte disease
DOID:12987	DOID:615 ! leukopenia
DOID:12995	DOID:0060038 ! specific developmental disorder
DOID:12996	DOID:9938 ! dacryocystitis
DOID:12997	DOID:9938 ! dacryocystitis
DOID:13001	DOID:3407 ! carotid artery disease
DOID:13002	DOID:225 ! syndrome
DOID:13003	DOID:224 ! transient cerebral ischemia
DOID:13005	DOID:10619 ! lymph node cancer
DOID:13014	DOID:9368 ! keratoconjunctivitis
DOID:13025	DOID:5679 ! retinal disease
DOID:13026	DOID:1563 ! dermatomycosis
DOID:13027	DOID:10914 ! amnestic disorder
DOID:13031	DOID:1529 ! penile disease
DOID:13033	DOID:1529 ! penile disease
DOID:13034	DOID:0050338 ! primary bacterial infectious disease
DOID:13035	DOID:13034 ! relapsing fever
DOID:13036	DOID:13034 ! relapsing fever
DOID:13037	DOID:12959 ! lagophthalmos
DOID:13038	DOID:12959 ! lagophthalmos
DOID:13042	DOID:6432 ! pulmonary hypertension
DOID:13046	DOID:10794 ! sphenoid sinusitis
DOID:13050	DOID:5119 ! ovarian cyst
DOID:13060	DOID:1686 ! glaucoma
DOID:13068	DOID:11705 ! impaired renal function disease
DOID:1307	DOID:1561 ! cognitive disorder
DOID:13072	DOID:161 ! keratosis
DOID:13074	DOID:8913 ! dermatophytosis
DOID:13078	DOID:1563 ! dermatomycosis
DOID:13080	DOID:417 ! hypersensitivity reaction type II disease
DOID:13081	DOID:255 ! hemangioma
DOID:13081	DOID:37 ! skin disease
DOID:13087	DOID:225 ! syndrome
DOID:13088	DOID:2034 ! encephalomalacia
DOID:13089	DOID:6713 ! cerebrovascular disease
DOID:13094	DOID:8483 ! retinal artery occlusion
DOID:13095	DOID:224 ! transient cerebral ischemia
DOID:13096	DOID:0050828 ! artery disease
DOID:13097	DOID:2349 ! arteriosclerosis
DOID:13098	DOID:8483 ! retinal artery occlusion
DOID:13099	DOID:3527 ! cerebral arterial disease
DOID:13100	DOID:6713 ! cerebrovascular disease
DOID:13109	DOID:0050623 ! bladder benign neoplasm
DOID:13110	DOID:0050623 ! bladder benign neoplasm
DOID:13112	DOID:12397 ! entropion
DOID:13113	DOID:12397 ! entropion
DOID:13117	DOID:4123 ! nail disease
DOID:1312	DOID:0050851 ! glomerulosclerosis
DOID:13120	DOID:13121 ! deficiency anemia
DOID:13121	DOID:2355 ! anemia
DOID:13127	DOID:6590 ! spondylitis
DOID:13129	DOID:10591 ! pre-eclampsia
DOID:13133	DOID:13129 ! severe pre-eclampsia
DOID:13134	DOID:9423 ! blepharitis
DOID:13135	DOID:12359 ! endocrine exophthalmos
DOID:13135	DOID:539 ! ophthalmoplegia
DOID:13137	DOID:0060160 ! survival motor neuron spinal muscular atrophy
DOID:13138	DOID:2921 ! glomerulonephritis
DOID:13139	DOID:13138 ! acute proliferative glomerulonephritis
DOID:13140	DOID:13141 ! uveitis
DOID:13141	DOID:3480 ! uveal disease
DOID:13143	DOID:11130 ! secondary hypertension
DOID:13145	DOID:13143 ! benign secondary hypertension
DOID:13146	DOID:1508 ! candidiasis
DOID:13147	DOID:11963 ! esophagitis
DOID:13148	DOID:1679 ! cystitis
DOID:13159	DOID:3445 ! scrotal carcinoma
DOID:13160	DOID:518 ! scrotum neoplasm
DOID:13166	DOID:13564 ! aspergillosis
DOID:13168	DOID:4159 ! skin cancer
DOID:13169	DOID:3856 ! male reproductive organ cancer
DOID:13174	DOID:9650 ! pathologic nystagmus
DOID:13185	DOID:6050 ! esophageal disease
DOID:13186	DOID:6050 ! esophageal disease
DOID:13189	DOID:848 ! arthritis
DOID:1319	DOID:3620 ! central nervous system cancer
DOID:13195	DOID:12176 ! goiter
DOID:13196	DOID:12176 ! goiter
DOID:13197	DOID:12176 ! goiter
DOID:13198	DOID:12176 ! goiter
DOID:13198	DOID:5113 ! nutritional deficiency disease
DOID:13200	DOID:12176 ! goiter
DOID:13206	DOID:11132 ! prostatic hypertrophy
DOID:13207	DOID:8947 ! diabetic retinopathy
DOID:13208	DOID:8947 ! diabetic retinopathy
DOID:13209	DOID:10273 ! heart conduction disease
DOID:13214	DOID:2007 ! degeneration of macula and posterior pole
DOID:13222	DOID:13223 ! uterine fibroid
DOID:13223	DOID:0060095 ! uterine benign neoplasm
DOID:13226	DOID:2123 ! tularemia
DOID:13227	DOID:8501 ! fundus dystrophy
DOID:13238	DOID:0050338 ! primary bacterial infectious disease
DOID:13239	DOID:13240 ! tooth resorption
DOID:1324	DOID:0050615 ! respiratory system cancer
DOID:13240	DOID:214 ! teeth hard tissue disease
DOID:13241	DOID:865 ! vasculitis
DOID:13248	DOID:5295 ! intestinal disease
DOID:13249	DOID:5295 ! intestinal disease
DOID:1325	DOID:0050615 ! respiratory system cancer
DOID:13250	DOID:77 ! gastrointestinal system disease
DOID:13252	DOID:341 ! peripheral vascular disease
DOID:13254	DOID:5353 ! colonic disease
DOID:13258	DOID:0050338 ! primary bacterial infectious disease
DOID:13268	DOID:655 ! inherited metabolic disorder
DOID:13269	DOID:3133 ! acute porphyria
DOID:13270	DOID:3133 ! acute porphyria
DOID:13271	DOID:13268 ! porphyria
DOID:1328	DOID:934 ! viral infectious disease
DOID:13282	DOID:404 ! gastrointestinal tuberculosis
DOID:13295	DOID:1393 ! visual pathway disease
DOID:133	DOID:134 ! vaginal glandular tumor
DOID:13300	DOID:8125 ! osteochondrosis
DOID:13306	DOID:1679 ! cystitis
DOID:13310	DOID:8283 ! peritonitis
DOID:13313	DOID:26 ! pancreas disease
DOID:13316	DOID:26 ! pancreas disease
DOID:13317	DOID:2978 ! carbohydrate metabolic disorder
DOID:13326	DOID:2475 ! chronic conjunctivitis
DOID:13327	DOID:9283 ! borderline glaucoma
DOID:13328	DOID:83 ! cataract
DOID:13329	DOID:1210 ! optic neuritis
DOID:13333	DOID:10944 ! tongue disease
DOID:13336	DOID:9965 ! toxoplasmosis
DOID:13341	DOID:2475 ! chronic conjunctivitis
DOID:13348	DOID:2596 ! larynx cancer
DOID:13351	DOID:0060044 ! paraphilia disorder
DOID:13352	DOID:1234 ! gender identity disorder
DOID:13353	DOID:9857 ! interstitial keratitis
DOID:13356	DOID:1570 ! ectropion
DOID:13357	DOID:2557 ! chondromalacia
DOID:13359	DOID:854 ! collagen disease
DOID:13365	DOID:8927 ! learning disability
DOID:13366	DOID:480 ! movement disease
DOID:13368	DOID:12179 ! tinea corporis
DOID:13369	DOID:8913 ! dermatophytosis
DOID:13371	DOID:11256 ! typhus
DOID:13372	DOID:2345 ! plasma protein metabolism disease
DOID:13374	DOID:65 ! connective tissue disease
DOID:13375	DOID:525 ! central nervous system vasculitis
DOID:13378	DOID:1602 ! lymphadenitis
DOID:1338	DOID:589 ! congenital hemolytic anemia
DOID:13381	DOID:5113 ! nutritional deficiency disease
DOID:13382	DOID:2361 ! macrocytic anemia
DOID:13386	DOID:7427 ! anthrax disease
DOID:13389	DOID:11905 ! labium majus cancer
DOID:13389	DOID:1294 ! vulva carcinoma
DOID:1339	DOID:1342 ! congenital hypoplastic anemia
DOID:13399	DOID:1432 ! blindness
DOID:134	DOID:119 ! vaginal cancer
DOID:1340	DOID:12449 ! aplastic anemia
DOID:13401	DOID:5679 ! retinal disease
DOID:13402	DOID:11335 ! sarcoidosis
DOID:13402	DOID:37 ! skin disease
DOID:13403	DOID:11335 ! sarcoidosis
DOID:13404	DOID:11335 ! sarcoidosis
DOID:13405	DOID:11335 ! sarcoidosis
DOID:13406	DOID:11335 ! sarcoidosis
DOID:13406	DOID:3082 ! interstitial lung disease
DOID:13407	DOID:11335 ! sarcoidosis
DOID:13409	DOID:9741 ! biliary tract disease
DOID:13413	DOID:936 ! brain disease
DOID:13417	DOID:4090 ! agnosia
DOID:13419	DOID:5295 ! intestinal disease
DOID:1342	DOID:12449 ! aplastic anemia
DOID:1343	DOID:732 ! urethral disease
DOID:13431	DOID:0050338 ! primary bacterial infectious disease
DOID:13444	DOID:0050338 ! primary bacterial infectious disease
DOID:13446	DOID:5976 ! occlusion precerebral artery
DOID:13447	DOID:10124 ! corneal disease
DOID:13448	DOID:11547 ! corneal deposit
DOID:13450	DOID:0050292 ! primary systemic mycosis
DOID:13452	DOID:11343 ! scleral disease
DOID:13453	DOID:2965 ! bursitis
DOID:13454	DOID:2703 ! synovitis
DOID:13461	DOID:732 ! urethral disease
DOID:13473	DOID:13474 ! progressive peripheral pterygium
DOID:13474	DOID:10526 ! conjunctival pterygium
DOID:13476	DOID:2596 ! larynx cancer
DOID:13477	DOID:13033 ! balanitis
DOID:13481	DOID:2256 ! osteochondrodysplasia
DOID:13482	DOID:0080015 ! physical disorder
DOID:13487	DOID:0060040 ! pervasive developmental disorder
DOID:13490	DOID:9849 ! Meniere's disease
DOID:13491	DOID:9849 ! Meniere's disease
DOID:13492	DOID:9849 ! Meniere's disease
DOID:13498	DOID:732 ! urethral disease
DOID:13499	DOID:10154 ! small intestine cancer
DOID:135	DOID:0060114 ! vaginal benign neoplasm
DOID:1350	DOID:0050621 ! respiratory system benign neoplasm
DOID:13500	DOID:10944 ! tongue disease
DOID:13501	DOID:1756 ! facial nerve disease
DOID:13507	DOID:1679 ! cystitis
DOID:13514	DOID:1729 ! retinal vascular occlusion
DOID:13515	DOID:0050736 ! autosomal dominant disease
DOID:1352	DOID:2825 ! nose disease
DOID:13520	DOID:10690 ! mastitis
DOID:13521	DOID:11338 ! tetanus
DOID:13523	DOID:1080 ! filariasis
DOID:13523	DOID:37 ! skin disease
DOID:13533	DOID:4254 ! osteosclerosis
DOID:13534	DOID:1468 ! labyrinthitis
DOID:13538	DOID:6199 ! cornea cancer
DOID:13543	DOID:11201 ! parathyroid gland disease
DOID:13544	DOID:1067 ! open-angle glaucoma
DOID:13548	DOID:1289 ! neurodegenerative disease
DOID:13549	DOID:1405 ! primary angle-closure glaucoma
DOID:1355	DOID:0050619 ! paranasal sinus cancer
DOID:13550	DOID:1686 ! glaucoma
DOID:13560	DOID:13223 ! uterine fibroid
DOID:13561	DOID:1891 ! optic nerve disease
DOID:13564	DOID:2473 ! opportunistic mycosis
DOID:13565	DOID:13564 ! aspergillosis
DOID:13566	DOID:204 ! enthesopathy
DOID:1357	DOID:0050619 ! paranasal sinus cancer
DOID:13574	DOID:9669 ! senile cataract
DOID:13575	DOID:13543 ! hyperparathyroidism
DOID:13576	DOID:11244 ! neonatal anemia
DOID:13579	DOID:11801 ! protein-energy malnutrition
DOID:1358	DOID:1350 ! paranasal sinus neoplasm
DOID:13580	DOID:4138 ! bile duct disease
DOID:13585	DOID:9957 ! periostitis
DOID:13589	DOID:345 ! uterine disease
DOID:13593	DOID:10591 ! pre-eclampsia
DOID:136	DOID:0050918 ! vaginal carcinoma
DOID:1360	DOID:0050619 ! paranasal sinus cancer
DOID:13603	DOID:13580 ! cholestasis
DOID:13608	DOID:13580 ! cholestasis
DOID:1361	DOID:1350 ! paranasal sinus neoplasm
DOID:13619	DOID:13580 ! cholestasis
DOID:1362	DOID:0050619 ! paranasal sinus cancer
DOID:13620	DOID:1882 ! atrial heart septal defect
DOID:13622	DOID:0050338 ! primary bacterial infectious disease
DOID:13626	DOID:4677 ! keratitis
DOID:13628	DOID:2862 ! glucosephosphate dehydrogenase deficiency
DOID:13629	DOID:2498 ! tooth erosion
DOID:1363	DOID:0050619 ! paranasal sinus cancer
DOID:13636	DOID:1342 ! congenital hypoplastic anemia
DOID:1364	DOID:1350 ! paranasal sinus neoplasm
DOID:13641	DOID:12571 ! phacogenic glaucoma
DOID:13641	DOID:240 ! iris disease
DOID:13649	DOID:1389 ! polyneuropathy
DOID:13651	DOID:1400 ! lacrimal apparatus disease
DOID:13653	DOID:1400 ! lacrimal apparatus disease
DOID:13653	DOID:530 ! eyelid disease
DOID:13654	DOID:1400 ! lacrimal apparatus disease
DOID:13654	DOID:530 ! eyelid disease
DOID:13655	DOID:1400 ! lacrimal apparatus disease
DOID:13656	DOID:1428 ! endocrine pancreas disease
DOID:13658	DOID:1829 ! urethral stricture
DOID:13662	DOID:1285 ! rectal disease
DOID:13664	DOID:9588 ! encephalitis
DOID:13676	DOID:13452 ! scleritis
DOID:13677	DOID:225 ! syndrome
DOID:13687	DOID:3558 ! duodenal obstruction
DOID:13689	DOID:9590 ! lower urinary tract calculus
DOID:13690	DOID:13148 ! acute cystitis
DOID:13691	DOID:2658 ! dermoid cyst
DOID:137	DOID:0060114 ! vaginal benign neoplasm
DOID:13709	DOID:10132 ! psychosexual disorder
DOID:1371	DOID:0060095 ! uterine benign neoplasm
DOID:13711	DOID:1091 ! tooth disease
DOID:13714	DOID:1091 ! tooth disease
DOID:13717	DOID:9669 ! senile cataract
DOID:13722	DOID:1395 ! schistosomiasis
DOID:13724	DOID:5113 ! nutritional deficiency disease
DOID:13725	DOID:5113 ! nutritional deficiency disease
DOID:1373	DOID:0060095 ! uterine benign neoplasm
DOID:13730	DOID:13731 ! malignant secondary hypertension
DOID:13731	DOID:10824 ! malignant hypertension
DOID:13731	DOID:11130 ! secondary hypertension
DOID:13732	DOID:13452 ! scleritis
DOID:13732	DOID:9724 ! purulent endophthalmitis
DOID:13736	DOID:345 ! uterine disease
DOID:13738	DOID:272 ! hepatic vascular disease
DOID:13739	DOID:272 ! hepatic vascular disease
DOID:13742	DOID:962 ! neurofibroma
DOID:13743	DOID:6293 ! central nervous system lipoma
DOID:1375	DOID:18 ! urinary system disease
DOID:13756	DOID:13757 ! excessive tearing
DOID:13757	DOID:1400 ! lacrimal apparatus disease
DOID:13760	DOID:5502 ! lice infestation
DOID:13767	DOID:883 ! parasitic helminthiasis infectious disease
DOID:13768	DOID:883 ! parasitic helminthiasis infectious disease
DOID:13774	DOID:10493 ! adrenal cortical hypofunction
DOID:13775	DOID:934 ! viral infectious disease
DOID:13777	DOID:0050737 ! autosomal recessive disease
DOID:13778	DOID:0050338 ! primary bacterial infectious disease
DOID:13781	DOID:381 ! arthropathy
DOID:13787	DOID:11595 ! scleral staphyloma
DOID:13788	DOID:11595 ! scleral staphyloma
DOID:13789	DOID:11595 ! scleral staphyloma
DOID:13790	DOID:5782 ! tympanic membrane disease
DOID:13791	DOID:5782 ! tympanic membrane disease
DOID:13794	DOID:13452 ! scleritis
DOID:13799	DOID:0050671 ! female breast cancer
DOID:138	DOID:119 ! vaginal cancer
DOID:1380	DOID:363 ! uterine cancer
