EFO:0000001	experimental factor
NCBITaxon:352164	Sphingomonas sp. NM05
NCBITaxon:3522	Casuarina glauca
NCBITaxon:352374	Populus fremontii x Populus angustifolia
NCBITaxon:35305	California encephalitis virus
NCBITaxon:35328	Bluetongue virus 2
NCBITaxon:354242	Campylobacter jejuni subsp. jejuni 81-176
NCBITaxon:35523	Daphnia pulicaria
NCBITaxon:35525	Daphnia magna
NCBITaxon:35554	Geobacter sulfurreducens
NCBITaxon:3562	Spinacia oleracea
NCBITaxon:357	Agrobacterium
NCBITaxon:35787	Lactobacillus pontis
NCBITaxon:358	Agrobacterium tumefaciens
NCBITaxon:35814	Bordetella holmesii
NCBITaxon:358574	uncultured microorganism
NCBITaxon:359986	Lagopus lagopus scotica
NCBITaxon:360094	Xanthomonas oryzae pv. oryzae PXO99A
NCBITaxon:3605	Vitis aestivalis
NCBITaxon:36080	Mucor circinelloides
NCBITaxon:360807	Roseburia inulinivorans
NCBITaxon:36090	Globodera pallida
NCBITaxon:362338	Hirschmanniella oryzae {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:36247	Gyps fulvus
NCBITaxon:36329	Plasmodium falciparum 3D7
NCBITaxon:3634	Gossypium barbadense
NCBITaxon:3635	Gossypium hirsutum
NCBITaxon:3641	Theobroma cacao
NCBITaxon:364106	Escherichia coli UTI89
NCBITaxon:364410	Granulibacter bethesdensis
NCBITaxon:36470	Streptococcus sp. 'group A'
NCBITaxon:3649	Carica papaya
NCBITaxon:3654	Citrullus lanatus
NCBITaxon:3656	Cucumis melo
NCBITaxon:3659	Cucumis sativus
NCBITaxon:3661	Cucurbita maxima
NCBITaxon:36630	Neosartorya fischeri
NCBITaxon:367830	Staphylococcus aureus subsp. aureus USA300
NCBITaxon:3689	Populus
NCBITaxon:3691	Populus nigra
NCBITaxon:3693	Populus tremuloides
NCBITaxon:3694	Populus trichocarpa
NCBITaxon:3695	Populus trichocarpa x Populus deltoides
NCBITaxon:3696	Populus deltoides
NCBITaxon:3701	Arabidopsis
NCBITaxon:37011	Pan troglodytes troglodytes
NCBITaxon:3702	Arabidopsis thaliana
NCBITaxon:3707	Brassica juncea
NCBITaxon:3708	Brassica napus
NCBITaxon:37099	Isochrysis galbana
NCBITaxon:3711	Brassica rapa
NCBITaxon:3712	Brassica oleracea
NCBITaxon:3714	Brassica oleracea var. alboglabra
NCBITaxon:3719	Capsella bursa-pastoris
NCBITaxon:3724	Matthiola incana
NCBITaxon:37296	Human herpesvirus 8
NCBITaxon:373101	Picea engelmannii x Picea glauca
NCBITaxon:373153	Streptococcus pneumoniae D39
NCBITaxon:3747	Fragaria x ananassa
NCBITaxon:37495	Euphorbia pulcherrima
NCBITaxon:375	Bradyrhizobium japonicum
NCBITaxon:3750	Malus x domestica
NCBITaxon:375033	Synechococcus phage S-IO9
NCBITaxon:375050	Synechococcus phage S-IO17
NCBITaxon:375052	Synechococcus phage S-IO21
NCBITaxon:375288	Parabacteroides
NCBITaxon:3760	Prunus persica
NCBITaxon:37657	Silene latifolia
NCBITaxon:376619	Francisella tularensis subsp. holarctica LVS
NCBITaxon:3767	Pyrus pyrifolia
NCBITaxon:37682	Aegilops tauschii
NCBITaxon:37690	Citrus trifoliata
NCBITaxon:377270	Anopheles gambiae S
NCBITaxon:37733	Prunus necrotic ringspot virus
NCBITaxon:37734	Enterococcus casseliflavus
NCBITaxon:37762	Escherichia coli B
NCBITaxon:378006	Arabidopsis arenosa x Arabidopsis thaliana
NCBITaxon:37862	Heterorhabditis bacteriophora
NCBITaxon:378830	Lake Victoria marburgvirus - Angola2005
NCBITaxon:379508	Lodderomyces elongisporus NRRL YB-4239
NCBITaxon:379731	Pseudomonas stutzeri A1501
NCBITaxon:380737	Drosophila sechellia x Drosophila simulans
NCBITaxon:380964	Influenza A virus (A/Texas/36/1991(H1N1))
NCBITaxon:381124	Zea mays subsp. mays
NCBITaxon:381666	Ralstonia eutropha H16
NCBITaxon:3818	Arachis hypogaea
NCBITaxon:382	Sinorhizobium meliloti
NCBITaxon:382539	Strelkovimermis
NCBITaxon:38289	Corynebacterium jeikeium
NCBITaxon:38323	Bartonella henselae
NCBITaxon:383407	Xanthomonas oryzae pv. oryzicola BLS256
NCBITaxon:384	Rhizobium leguminosarum
NCBITaxon:3847	Glycine max
NCBITaxon:3848	Glycine soja
NCBITaxon:38588	Syntrichia ruralis
NCBITaxon:386585	Escherichia coli O157:H7 str. Sakai
NCBITaxon:38727	Panicum virgatum
NCBITaxon:38766	Lagos bat virus
NCBITaxon:38767	Duvenhage virus
NCBITaxon:38785	Arabidopsis arenosa
NCBITaxon:3879	Medicago sativa
NCBITaxon:3880	Medicago truncatula
NCBITaxon:38817	Gephyrocapsa oceanica
NCBITaxon:3885	Phaseolus vulgaris
NCBITaxon:3886	Phaseolus coccineus
NCBITaxon:3888	Pisum sativum
NCBITaxon:388919	Streptococcus sanguinis SK36
NCBITaxon:3899	Trifolium repens
NCBITaxon:39099	Pantherophis obsoletus
NCBITaxon:3912	Vicia narbonensis
NCBITaxon:391290	Geobacillus sp. E263
NCBITaxon:391295	Streptococcus suis 05ZYH33
NCBITaxon:39152	Methanococcus maripaludis
NCBITaxon:3917	Vigna unguiculata
NCBITaxon:3920	Vigna unguiculata subsp. unguiculata
NCBITaxon:392499	Sphingomonas wittichii RW1
NCBITaxon:39291	Athelia rolfsii
NCBITaxon:393119	Listeria monocytogenes FSL J1-208
NCBITaxon:393121	Listeria monocytogenes FSL J2-071
NCBITaxon:393130	Listeria monocytogenes J0161
NCBITaxon:393133	Listeria monocytogenes 10403S
NCBITaxon:39416	Tuber melanosporum
NCBITaxon:39442	Mus musculus musculus
NCBITaxon:39491	Eubacterium rectale
NCBITaxon:39758	Mayetiola destructor
NCBITaxon:3983	Manihot esculenta
NCBITaxon:398580	Dinoroseobacter shibae DFL 12
NCBITaxon:3988	Ricinus communis
NCBITaxon:3993	Euphorbia esula
NCBITaxon:39946	Oryza sativa Indica Group
NCBITaxon:39947	Oryza sativa Japonica Group
NCBITaxon:399726	Thermoanaerobacter sp. X514
NCBITaxon:39984	Bruguiera gymnorhiza
NCBITaxon:4006	Linum usitatissimum
NCBITaxon:400682	Amphimedon queenslandica
NCBITaxon:40127	Neurospora tetrasperma
NCBITaxon:40199	Fusarium avenaceum
NCBITaxon:40296	Penicillium italicum
NCBITaxon:40324	Stenotrophomonas maltophilia
NCBITaxon:40370	Drosophila montana
NCBITaxon:40410	Cryptococcus neoformans var. neoformans
NCBITaxon:4054	Panax ginseng
NCBITaxon:405531	Bacillus cereus G9842
NCBITaxon:405566	Lactobacillus helveticus DPC 4571
NCBITaxon:40559	Botrytis cinerea {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:40686	Salix viminalis
NCBITaxon:4072	Capsicum annuum
NCBITaxon:408	Methylobacterium extorquens
NCBITaxon:4081	Solanum lycopersicum
NCBITaxon:408170	human gut metagenome
NCBITaxon:408172	marine metagenome
NCBITaxon:4084	Solanum pimpinellifolium
NCBITaxon:4097	Nicotiana tabacum
NCBITaxon:40993	Aspergillus carbonarius
NCBITaxon:4100	Nicotiana benthamiana
NCBITaxon:4102	Petunia x hybrida
NCBITaxon:410289	Mycobacterium bovis BCG str. Pasteur 1173P2
NCBITaxon:41048	Neosartorya fennelliae
NCBITaxon:410658	soil metagenome
NCBITaxon:4108	Solanum chacoense
NCBITaxon:4113	Solanum tuberosum
NCBITaxon:4120	Ipomoea batatas
NCBITaxon:412675	Cucumis melo subsp. melo
NCBITaxon:413496	Cronobacter
NCBITaxon:413497	Cronobacter dublinensis
NCBITaxon:413501	Cronobacter muytjensii
NCBITaxon:413502	Cronobacter turicensis
NCBITaxon:413888	Caldicellulosiruptor hydrothermalis
NCBITaxon:413997	Escherichia coli B str. REL606
NCBITaxon:413999	Clostridium botulinum A str. ATCC 3502
NCBITaxon:41411	Eurotium chevalieri
NCBITaxon:414717	Pachycladon enysii
NCBITaxon:41529	Salmonella enterica subsp. enterica serovar Typhisuis
NCBITaxon:4155	Mimulus guttatus
NCBITaxon:416870	Lactococcus lactis subsp. cremoris MG1363
NCBITaxon:41759	Aspergillus multicolor
NCBITaxon:420247	Methanobrevibacter smithii ATCC 35061
NCBITaxon:42156	Litomosoides sigmodontis
NCBITaxon:4222	Carthamus tinctorius
NCBITaxon:4232	Helianthus annuus
NCBITaxon:4236	Lactuca sativa
NCBITaxon:42374	Candida dubliniensis
NCBITaxon:42413	Peromyscus polionotus
NCBITaxon:426	Methylosinus trichosporium
NCBITaxon:426114	Thiomonas sp. 3As
NCBITaxon:426430	Staphylococcus aureus subsp. aureus str. Newman
NCBITaxon:42677	Fusarium subglutinans
NCBITaxon:42858	Staphylococcus lentus
NCBITaxon:430498	Dactylellina haptotyla
NCBITaxon:431241	Trichoderma reesei QM6a
NCBITaxon:431317	Triticum mosaic virus {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:43179	Spermophilus tridecemlineatus
NCBITaxon:431947	Porphyromonas gingivalis ATCC 33277
NCBITaxon:43256	Harpagifer antarcticus
NCBITaxon:43335	Populus alba
NCBITaxon:434270	Actinobacillus pleuropneumoniae serovar 3
NCBITaxon:43490	Gyps africanus
NCBITaxon:435	Acetobacter aceti
NCBITaxon:43687	Metallosphaera sedula
NCBITaxon:43696	Chara corallina
NCBITaxon:439688	Sedum alfredii
NCBITaxon:43988	Cyanothece
NCBITaxon:43989	Cyanothece sp. ATCC 51142
NCBITaxon:44001	Caldicellulosiruptor saccharolyticus
NCBITaxon:44056	Aureococcus anophagefferens
NCBITaxon:44249	Paenibacillus
NCBITaxon:44271	Leishmania chagasi
NCBITaxon:44294	Actinobacillus pleuropneumoniae serovar 5
NCBITaxon:44397	Melospiza melodia
NCBITaxon:44477	Apis mellifera mellifera
NCBITaxon:446	Legionella pneumophila
NCBITaxon:446304	Rhabditis remanei
NCBITaxon:446639	Trichophyton longifusum
NCBITaxon:44689	Dictyostelium discoideum
NCBITaxon:447426	human oral metagenome
NCBITaxon:449216	Rickettsia prowazekii Rp22
NCBITaxon:4498	Avena sativa
NCBITaxon:450	Legionella longbeachae
NCBITaxon:4502	Bromus secalinus
NCBITaxon:4513	Hordeum vulgare
NCBITaxon:45130	Cochliobolus sativus
NCBITaxon:45157	Cyanidioschyzon merolae
NCBITaxon:45218	Amapari virus
NCBITaxon:45219	Guanarito virus
NCBITaxon:4522	Lolium perenne
NCBITaxon:45249	Arabidopsis suecica
NCBITaxon:45264	Acropora millepora
NCBITaxon:4528	Oryza longistaminata
NCBITaxon:4529	Oryza rufipogon
NCBITaxon:4530	Oryza sativa
NCBITaxon:45351	Nematostella vectensis
NCBITaxon:4536	Oryza nivara
NCBITaxon:4537	Oryza punctata {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:4543	Cenchrus americanus
NCBITaxon:454631	Rhamphochromis sp. 'chilingali'
NCBITaxon:4547	Saccharum officinarum
NCBITaxon:4555	Setaria italica
NCBITaxon:455632	Streptomyces griseus subsp. griseus NBRC 13350
NCBITaxon:4558	Sorghum bicolor
NCBITaxon:45596	Candida tenuis
NCBITaxon:45629	Desulfovibrio halophilus
NCBITaxon:4565	Triticum aestivum
NCBITaxon:4567	Triticum durum
NCBITaxon:456999	Rhizoctonia solani
NCBITaxon:45709	Sabia virus
NCBITaxon:4572	Triticum urartu
NCBITaxon:4573	Aegilops speltoides {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:4577	Zea mays
NCBITaxon:4579	Zea mays subsp. mexicana {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:45954	Dreissena polymorpha
NCBITaxon:4606	Festuca arundinacea
NCBITaxon:46244	Drosophila pseudoobscura bogotana
NCBITaxon:4641	Musa acuminata
NCBITaxon:46472	Aspergillus versicolor
NCBITaxon:4679	Allium cepa
NCBITaxon:46838	Musa sp.
NCBITaxon:4690	Lilium longiflorum
NCBITaxon:469008	Escherichia coli BL21(DE3)
NCBITaxon:470	Acinetobacter baumannii
NCBITaxon:471876	Streptococcus pyogenes NZ131
NCBITaxon:47247	Lotus corniculatus
NCBITaxon:473156	Oscheius dolichura
NCBITaxon:474186	Enterococcus faecalis OG1RF
NCBITaxon:47493	Lactobacillus panis
NCBITaxon:47506	Human echovirus 18
NCBITaxon:4751	Fungi {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:476074	Onthophagus nigriventris
NCBITaxon:4762	Oomycetes {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:47664	Populus tremula x Populus tremuloides
NCBITaxon:47715	Lactobacillus rhamnosus
NCBITaxon:47767	Agrotis segetum
NCBITaxon:47770	Lactobacillus crispatus
NCBITaxon:477815	Mus musculus musculus x M. m. domesticus
NCBITaxon:477955	Symplocarpus renifolius
NCBITaxon:4787	Phytophthora infestans
NCBITaxon:478749	Marvinbryantia formatexigens DSM 14469
NCBITaxon:47929	Macacine herpesvirus 3
NCBITaxon:480	Moraxella catarrhalis
NCBITaxon:4808	Blastocladiella emersonii
NCBITaxon:481606	Xenopus laevis x Xenopus muelleri
NCBITaxon:482	Neisseria
NCBITaxon:482058	Ralstonia phage RSL1
NCBITaxon:482957	Burkholderia lata
NCBITaxon:483	Neisseria cinerea
NCBITaxon:484	Neisseria flavescens
NCBITaxon:48416	Zoarces viviparus
NCBITaxon:48485	Fusarium anthophilum
NCBITaxon:48498	Montastraea faveolata
NCBITaxon:485	Neisseria gonorrhoeae
NCBITaxon:486	Neisseria lactamica
NCBITaxon:486041	Laccaria bicolor S238N-H82
NCBITaxon:487	Neisseria meningitidis
NCBITaxon:48709	Orchesella cincta
NCBITaxon:4876	Glomus intraradices
NCBITaxon:487795	Cardamine sp. SIM-2007
NCBITaxon:488	Neisseria mucosa
NCBITaxon:48882	Geospiza conirostris
NCBITaxon:48883	Geospiza fortis
NCBITaxon:48885	Geospiza magnirostris
NCBITaxon:48886	Geospiza scandens
NCBITaxon:489	Neisseria polysaccharea
NCBITaxon:4890	Ascomycota
NCBITaxon:4896	Schizosaccharomyces pombe
NCBITaxon:4897	Schizosaccharomyces japonicus
NCBITaxon:4922	Komagataella pastoris
NCBITaxon:49225	Triticum dicoccon {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:49274	Lycopersicon
NCBITaxon:4931	Saccharomyces bayanus
NCBITaxon:4932	Saccharomyces cerevisiae
NCBITaxon:49451	Nicotiana attenuata
NCBITaxon:495	Neisseria elongata
NCBITaxon:4952	Yarrowia lipolytica
NCBITaxon:4959	Debaryomyces hansenii
NCBITaxon:495941	Falco chicquera
NCBITaxon:49785	Spartina anglica
NCBITaxon:49786	Spartina maritima
NCBITaxon:498216	Lactobacillus casei str. Zhang
NCBITaxon:5022	Leptosphaeria maculans
NCBITaxon:50225	Taraxacum officinale
NCBITaxon:502705	Fusarium acuminatum
NCBITaxon:502779	Paracoccidioides brasiliensis Pb01
NCBITaxon:5037	Ajellomyces capsulatus
NCBITaxon:5054	Eurotium amstelodami
NCBITaxon:50557	Insecta {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:5057	Aspergillus clavatus
NCBITaxon:5059	Aspergillus flavus
NCBITaxon:50591	Lithognathus mormyrus
NCBITaxon:5061	Aspergillus niger
NCBITaxon:5062	Aspergillus oryzae
NCBITaxon:5067	Aspergillus parasiticus
NCBITaxon:5076	Penicillium chrysogenum
NCBITaxon:51029	Heterodera glycines
NCBITaxon:510516	Aspergillus oryzae RIB40
NCBITaxon:5111	Claviceps purpurea
NCBITaxon:511145	Escherichia coli str. K-12 substr. MG1655
NCBITaxon:511693	Escherichia coli BL21
NCBITaxon:5127	Gibberella fujikuroi
NCBITaxon:5128	Gibberella pulicaris
NCBITaxon:51336	Cabbage leaf curl virus {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:51351	Brassica rapa subsp. pekinensis
NCBITaxon:5141	Neurospora crassa
NCBITaxon:5145	Podospora anserina
NCBITaxon:51453	Hypocrea jecorina
NCBITaxon:5147	Sordaria macrospora
NCBITaxon:515622	Butyrivibrio proteoclasticus B316
NCBITaxon:51631	Nucella lapillus
NCBITaxon:51751	Python regius
NCBITaxon:51769	Anemonia viridis
NCBITaxon:518	Bordetella bronchiseptica
NCBITaxon:51859	Corallus
NCBITaxon:519	Bordetella parapertussis
NCBITaxon:520	Bordetella pertussis
NCBITaxon:520522	Saccharomyces pastorianus Weihenstephan 34/70
NCBITaxon:5207	Cryptococcus neoformans
NCBITaxon:52586	Erysiphe necator {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:52670	Austrofundulus limnaeus
NCBITaxon:5270	Ustilago maydis
NCBITaxon:527021	Bacillus thuringiensis Bt407
NCBITaxon:52765	Caldicellulosiruptor kristjanssonii
NCBITaxon:52766	Caldicellulosiruptor lactoaceticus
NCBITaxon:52824	Brassica carinata
NCBITaxon:528351	Neisseria gonorrhoeae F62
NCBITaxon:529	Ochrobactrum anthropi
NCBITaxon:52904	Scophthalmus maximus
NCBITaxon:529507	Proteus mirabilis HI4320
NCBITaxon:529916	Heliconius erato etylus x Heliconius himera
NCBITaxon:5306	Phanerochaete chrysosporium
NCBITaxon:5334	Schizophyllum commune
NCBITaxon:53346	Enterococcus mundtii
NCBITaxon:5346	Coprinopsis cinerea
NCBITaxon:5353	Lentinula edodes
NCBITaxon:536056	Escherichia coli DH1
NCBITaxon:538997	Eucalyptus camaldulensis x Eucalyptus grandis
NCBITaxon:53961	Salmonella enterica subsp. enterica serovar Abortusovis
NCBITaxon:54126	Pristionchus pacificus
NCBITaxon:5415	Cryptococcus
NCBITaxon:542	Zymomonas mobilis
NCBITaxon:54261	Ferroglobus placidus
NCBITaxon:54388	Salmonella enterica subsp. enterica serovar Paratyphi A
NCBITaxon:545	Citrobacter koseri
NCBITaxon:54571	Streptomyces venezuelae
NCBITaxon:54736	Salmonella bongori
NCBITaxon:5476	Candida albicans
NCBITaxon:5478	Candida glabrata
NCBITaxon:5480	Candida parapsilosis
NCBITaxon:549	Pantoea agglomerans
NCBITaxon:54921	Pinus resinosa
NCBITaxon:5503	Cochliobolus lunatus
NCBITaxon:5506	Fusarium {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:5507	Fusarium oxysporum
NCBITaxon:55096	Ippy virus
NCBITaxon:55097	Mobala virus
NCBITaxon:5514	Fusarium sporotrichioides
NCBITaxon:55173	Leptosphaerulina chartarum
NCBITaxon:5518	Fusarium graminearum
NCBITaxon:552	Erwinia amylovora
NCBITaxon:55205	Caldicellulosiruptor owensensis
NCBITaxon:552467	Cryptococcus gattii
NCBITaxon:5529	Metarhizium
NCBITaxon:5530	Metarhizium anisopliae
NCBITaxon:55313	Elodea nuttallii
NCBITaxon:554	Pectobacterium carotovorum
NCBITaxon:5544	Trichoderma harzianum
NCBITaxon:555	Pectobacterium carotovorum subsp. carotovorum
NCBITaxon:5551	Trichophyton rubrum
NCBITaxon:55583	Dehalobacter restrictus
NCBITaxon:556	Erwinia chrysanthemi
NCBITaxon:556182	freshwater sediment metagenome
NCBITaxon:55887	Rhabditinae
NCBITaxon:559292	Saccharomyces cerevisiae S288c
NCBITaxon:5599	Alternaria alternata
NCBITaxon:561307	Staphylococcus aureus subsp. aureus RN4220
NCBITaxon:562	Escherichia coli
NCBITaxon:56364	Agrotis ipsilon
NCBITaxon:564	Escherichia fergusonii
NCBITaxon:565050	Caulobacter crescentus NA1000
NCBITaxon:5660	Leishmania braziliensis
NCBITaxon:5661	Leishmania donovani
NCBITaxon:56615	Puccinia graminis f. sp. tritici
NCBITaxon:5664	Leishmania major
NCBITaxon:56641	Fusarium cerealis
NCBITaxon:5665	Leishmania mexicana
NCBITaxon:5671	Leishmania infantum
NCBITaxon:568703	Lactobacillus rhamnosus GG
NCBITaxon:5689	Leishmania tarentolae
NCBITaxon:5691	Trypanosoma brucei
NCBITaxon:5693	Trypanosoma cruzi
NCBITaxon:5699	Trypanosoma vivax
NCBITaxon:5702	Trypanosoma brucei brucei
NCBITaxon:57045	Salmonella enterica subsp. enterica serovar Paratyphi B
NCBITaxon:57046	Salmonella enterica subsp. enterica serovar Paratyphi C
NCBITaxon:570508	Helicobacter pylori P12
NCBITaxon:57161	Nectria rigidiuscula
NCBITaxon:5722	Trichomonas vaginalis
NCBITaxon:573	Klebsiella pneumoniae
NCBITaxon:57329	Piriqueta cistoides subsp. caroliniana
NCBITaxon:5741	Giardia intestinalis
NCBITaxon:57482	European bat lyssavirus 1
NCBITaxon:57483	European bat lyssavirus 2
NCBITaxon:5759	Entamoeba histolytica
NCBITaxon:5762	Naegleria gruberi
NCBITaxon:57678	Leptospira interrogans serovar Lai
NCBITaxon:5786	Dictyostelium purpureum
NCBITaxon:5791	Physarum polycephalum
NCBITaxon:57975	Burkholderia thailandensis
NCBITaxon:58031	Cycas rumphii
NCBITaxon:58095	Salmonella enterica subsp. enterica serovar Agona
NCBITaxon:5811	Toxoplasma gondii
NCBITaxon:5821	Plasmodium berghei
NCBITaxon:5833	Plasmodium falciparum
NCBITaxon:584	Proteus mirabilis
NCBITaxon:5850	Plasmodium knowlesi
NCBITaxon:5855	Plasmodium vivax
NCBITaxon:5861	Plasmodium yoelii
NCBITaxon:5875	Theileria parva
NCBITaxon:5888	Paramecium tetraurelia
NCBITaxon:590	Salmonella
NCBITaxon:5911	Tetrahymena thermophila
NCBITaxon:59201	Salmonella enterica subsp. enterica
NCBITaxon:59207	Salmonella enterica subsp. indica
NCBITaxon:59312	Sarcophaga crassipalpis
NCBITaxon:5932	Ichthyophthirius multifiliis
NCBITaxon:594	Salmonella enterica subsp. enterica serovar Gallinarum
NCBITaxon:595	Salmonella enterica subsp. enterica serovar Infantis
NCBITaxon:596	Salmonella enterica subsp. enterica serovar Muenchen
NCBITaxon:59689	Arabidopsis lyrata
NCBITaxon:59691	Arabidopsis lyrata subsp. petraea
NCBITaxon:59729	Taeniopygia guttata
NCBITaxon:59861	Coregonus clupeaformis
NCBITaxon:59919	Prochlorococcus marinus subsp. pastoris str. CCMP1986
NCBITaxon:600	Salmonella enterica subsp. enterica serovar Thompson
NCBITaxon:60134	Penicillium viridicatum
NCBITaxon:605	Salmonella enterica subsp. enterica serovar Pullorum
NCBITaxon:60520	Lactobacillus paraplantarum
NCBITaxon:60711	Chlorocebus sabaeus
NCBITaxon:611	Salmonella enterica subsp. enterica serovar Heidelberg
NCBITaxon:61235	Fusarium equiseti
NCBITaxon:6131	Acropora palmata
NCBITaxon:61362	Acanthopleura
NCBITaxon:61434	Dehalococcoides
NCBITaxon:6182	Schistosoma japonicum
NCBITaxon:6183	Schistosoma mansoni
NCBITaxon:623	Shigella flexneri
NCBITaxon:62324	Anopheles funestus
NCBITaxon:6237	Caenorhabditis
NCBITaxon:6238	Caenorhabditis briggsae
NCBITaxon:6239	Caenorhabditis elegans
NCBITaxon:624	Shigella sonnei
NCBITaxon:62690	Blumeria graminis f. sp. tritici {http://www.co-ode.org/patterns#createdBy="http://www.ebi.ac.uk/ontology/webulous#OPPL_pattern"}
NCBITaxon:6279	Brugia malayi
NCBITaxon:6280	Brugia pahangi
NCBITaxon:6287	Dirofilaria immitis
NCBITaxon:6289	Haemonchus contortus
NCBITaxon:630	Yersinia enterocolitica
NCBITaxon:632	Yersinia pestis
NCBITaxon:633	Yersinia pseudotuberculosis
NCBITaxon:63400	Arthroderma benhamiae
NCBITaxon:63402	Arthroderma gypseum
NCBITaxon:63405	Arthroderma otae
NCBITaxon:63416	obsolete_Trichophyton megninii
NCBITaxon:63417	Trichophyton verrucosum
NCBITaxon:63577	Trichoderma atroviride
NCBITaxon:6390	Enchytraeus albidus
NCBITaxon:6396	Eisenia fetida
NCBITaxon:64091	Halobacterium sp. NRC-1
NCBITaxon:64187	Xanthomonas oryzae pv. oryzae
